,index,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
963,33860,JF140450,11/01/2021 12:00:00 AM,003XX E 76TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,Y,623,6,08B,,,,,
964,33872,JF178242,02/19/2022 03:22:00 AM,127XX S PARNELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,523,9,07,,,,,
965,33890,JF178491,03/09/2022 08:22:00 PM,070XX S WENTWORTH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,731,6,08A,,,,,
966,33919,JE171383,03/16/2021 08:30:00 PM,030XX N DAMEN AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1931,32,06,,,,,
967,33981,JE243297,05/26/2021 09:22:00 AM,011XX N HARDING AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1112,37,18,,,,,
968,33982,JF178384,03/25/2021 02:00:00 PM,005XX W ENGLEWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,711,20,11,,,,,
969,34086,JF178376,01/16/2022 04:53:00 PM,016XX E 85TH PL,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,412,8,08A,,,,,
970,34124,JF106784,06/01/2021 07:00:00 AM,021XX S MICHIGAN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,Y,132,3,11,,,,,
971,34245,JF162144,10/31/2021 06:01:00 PM,023XX S DRAKE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,Y,1024,22,26,,,,,
972,34275,JF178423,03/11/2022 12:26:00 PM,027XX N CLARK ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1935,43,06,,,,,
973,34369,JF162666,12/24/2021 10:00:00 AM,043XX N CLARENDON AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1915,46,06,,,,,
974,34370,JF156455,02/25/2022 02:00:00 PM,009XX W FOSTER AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,2024,48,06,,,,,
975,34380,JF178488,03/10/2022 10:20:00 PM,048XX N WINTHROP AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2033,46,06,,,,,
976,34401,JF122803,12/14/2021 12:00:00 AM,056XX S LAFAYETTE AVE,0820,THEFT,$500 AND UNDER,GOVERNMENT BUILDING / PROPERTY,N,N,225,3,06,,,,,
977,34433,JF173162,03/12/2022 12:50:00 PM,058XX N KENMORE AVE,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,2022,48,06,,,,,
978,34441,JF122403,11/23/2021 04:00:00 PM,049XX S KILBOURN AVE,0265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,PARK PROPERTY,N,N,815,14,02,,,,,
979,34448,JE305929,07/18/2021 05:20:00 PM,034XX W NORTH AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,OTHER (SPECIFY),Y,N,1422,26,18,,,,,
980,34472,JF178715,03/08/2022 01:00:00 PM,021XX W CERMAK RD,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,SCHOOL - PUBLIC GROUNDS,N,N,1234,25,17,,,,,
981,34478,JF175150,03/11/2022 02:10:00 PM,105XX S MORGAN ST,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,STREET,N,N,2232,34,17,,,,,
982,34488,JF178274,03/11/2022 10:40:00 AM,005XX W ROOSEVELT RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,124,25,06,,,,,
983,34507,JF177929,03/09/2022 07:44:00 PM,011XX S DELANO CT E,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,123,25,06,,,,,
984,34520,JF122483,06/16/2021 12:37:00 AM,003XX S STATE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,GOVERNMENT BUILDING / PROPERTY,N,N,113,4,26,,,,,
985,34526,JF178328,03/03/2022 03:00:00 PM,053XX S MARSHFIELD AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,N,N,932,16,26,,,,,
986,34568,JF177925,03/08/2022 06:44:00 PM,015XX N KINGSBURY ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1822,27,06,,,,,
987,34570,JF178498,11/01/2021 03:00:00 PM,054XX W FERDINAND ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1523,37,11,,,,,
988,34632,JF178578,03/18/2021 12:00:00 AM,006XX W KEMPER PL,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,1812,43,08B,,,,,
989,34638,JF177908,02/13/2022 02:05:00 PM,011XX W JACKSON BLVD,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1232,25,06,,,,,
990,34652,JF179178,03/07/2022 05:30:00 PM,072XX S FAIRFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,N,N,831,18,11,,,,,
991,34659,JF178608,03/07/2022 12:00:00 PM,061XX N DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2413,40,14,,,,,
992,34668,JE184211,03/30/2021 10:57:00 AM,023XX W TAYLOR ST,2022,NARCOTICS,POSSESS - COCAINE,VEHICLE NON-COMMERCIAL,Y,N,1225,28,18,,,,,
993,34676,JE184124,03/30/2021 11:23:00 AM,069XX S DAMEN AVE,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,735,17,18,,,,,
994,34692,JF171070,03/12/2022 01:15:00 AM,083XX S ABERDEEN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,613,21,14,,,,,
995,34723,JF179195,03/04/2022 09:00:00 AM,022XX W 79TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,835,18,14,,,,,
996,34731,JF178119,03/12/2022 04:45:00 AM,013XX W NORTH SHORE AVE,0810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,2432,49,06,,,,,
997,34737,JF156447,02/25/2022 04:54:00 PM,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1913,46,06,,,,,
998,34751,JF178163,03/08/2022 12:00:00 PM,003XX E 51ST ST,0810,THEFT,OVER $500,MEDICAL / DENTAL OFFICE,N,N,224,3,06,,,,,
999,34754,JF178336,05/01/2021 09:00:00 AM,085XX S ELIZABETH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,613,21,11,,,,,
1000,34755,JF172647,03/12/2022 06:00:00 PM,0000X E OHIO ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1834,42,06,,,,,
1001,34764,JF178600,02/25/2022 12:00:00 AM,049XX S KEATING AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,815,14,06,,,,,
1002,34795,JF161571,06/02/2021 12:00:00 PM,006XX W Stratford PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1925,44,11,,,,,
1003,34807,JF156444,02/25/2022 11:54:00 AM,062XX N KENMORE AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2433,48,06,,,,,
1004,34842,JF162317,08/26/2021 10:00:00 AM,005XX N PESHTIGO CT,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1834,42,11,,,,,
1005,34868,JF178711,02/08/2022 12:00:00 PM,007XX W GORDON TER,0810,THEFT,OVER $500,APARTMENT,N,N,1915,46,06,,,,,
1006,34889,JF161556,02/23/2022 04:15:00 PM,013XX E 53RD ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,N,N,234,4,11,,,,,
1007,34916,JF178499,03/12/2022 12:57:00 PM,027XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1935,43,06,,,,,
1008,34928,JF158324,02/25/2022 08:00:00 PM,011XX W GRANVILLE AVE,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,2433,48,06,,,,,
1009,34951,JF156836,02/25/2022 11:00:00 PM,0000X W DIVISION ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1824,2,06,,,,,
1010,34962,JF156459,02/25/2022 02:40:00 PM,073XX N Damen Ave,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,2424,49,06,,,,,
1011,34968,JF162019,10/09/2021 07:12:00 PM,071XX S Paxton Ave,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - GARAGE,N,N,333,5,14,,,,,
1012,34969,JF161877,09/27/2021 12:00:00 PM,060XX N CICERO AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1621,39,06,,,,,
1013,34991,JF179146,03/09/2022 09:00:00 AM,047XX N BEACON ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1913,46,06,,,,,
1014,35023,JF178468,03/03/2022 09:00:00 AM,006XX N MONTICELLO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1122,27,11,,,,,
1015,35031,JF178620,02/21/2022 12:00:00 PM,009XX W LAWRENCE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,2024,46,11,,,,,
1016,35035,JF177909,03/09/2022 11:30:00 AM,051XX S Greenwood Ave,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,233,5,06,,,,,
1017,35038,JF172704,03/12/2022 07:00:00 PM,016XX W North Ave,0890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,1433,2,06,,,,,
1018,35062,JF161973,09/01/2021 12:00:00 AM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,N,N,1652,41,06,,,,,
1019,35085,JE190999,04/02/2021 05:45:00 PM,043XX W CRYSTAL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CONSTRUCTION SITE,N,N,2534,37,14,,,,,
1020,35096,JE244556,05/27/2021 10:33:00 AM,039XX W WILCOX ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,OTHER (SPECIFY),Y,N,1122,28,18,,,,,
1021,35111,JF172167,03/12/2022 03:00:00 PM,063XX S SPAULDING AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,823,23,08A,,,,,
1022,35130,JE434483,11/01/2021 03:26:00 PM,011XX W VAN BUREN ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,N,1232,25,26,,,,,
1023,35139,JF178048,01/31/2022 08:00:00 AM,085XX S BURNHAM AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,423,7,11,,,,,
1024,35167,JF174007,03/12/2022 01:00:00 PM,058XX S INDIANA AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,N,232,20,08B,,,,,
1025,35177,JF178537,01/25/2022 05:22:00 PM,018XX W RACE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,N,N,1221,1,11,,,,,
1026,35184,JF122490,12/31/2021 07:18:00 PM,026XX N CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1935,43,06,,,,,
1027,35190,JF122791,12/19/2021 03:45:00 PM,007XX E 40TH ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,214,4,11,,,,,
1028,35191,JE257000,06/07/2021 11:37:00 AM,041XX W ADAMS ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,RESIDENCE - YARD (FRONT / BACK),Y,N,1115,28,18,,,,,
1029,35205,JE173556,03/16/2021 02:42:00 PM,041XX S PULASKI RD,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,815,14,06,,,,,
1030,35216,JF172534,03/12/2022 01:30:00 PM,0000X W HUBBARD ST,0890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,1831,42,06,,,,,
1031,35218,JF178655,03/08/2022 10:00:00 PM,054XX S MARYLAND AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,233,5,06,,,,,
1032,35220,JF178447,01/26/2022 02:00:00 PM,038XX N CENTRAL PARK AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,1732,35,02,,,,,
1033,35222,JE184111,03/30/2021 11:26:00 AM,020XX W 69TH PL,2027,NARCOTICS,POSSESS - CRACK,SIDEWALK,Y,N,735,17,18,,,,,
1034,35283,JE467766,11/03/2021 05:35:00 AM,021XX N MAPLEWOOD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1431,1,11,,,,,
1035,35291,JF122770,12/11/2021 07:00:00 PM,071XX S ALBANY AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,831,18,10,,,,,
1036,35295,JF171717,03/12/2022 03:00:00 PM,085XX S Oglesby ave,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,412,8,11,,,,,
1037,35361,JF142756,09/21/2021 09:00:00 PM,033XX W FILLMORE ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,POLICE FACILITY / VEHICLE PARKING LOT,N,N,1134,24,26,,,,,
1038,35413,JF122530,12/30/2021 09:00:00 AM,034XX S ARCHER AVE,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,912,12,06,,,,,
1039,35496,JF142500,10/06/2021 12:01:00 AM,122XX S STEWART AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,523,34,06,,,,,
1040,35505,JF142105,12/20/2021 12:00:00 PM,069XX N WILDWOOD AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,1621,41,11,,,,,
1041,35543,JF142118,12/20/2021 12:00:00 AM,048XX S WESTERN AVE,0890,THEFT,FROM BUILDING,NURSING / RETIREMENT HOME,N,N,922,15,06,,,,,
1042,35546,JF142245,12/04/2021 12:00:00 AM,006XX W WEBSTER AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,1812,43,10,,,,,
1043,35585,JF142462,03/26/2021 08:00:00 AM,0000X E 113TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),N,N,531,9,11,,,,,
1044,35588,JF178157,03/10/2022 09:00:00 AM,023XX W 112TH ST,0820,THEFT,$500 AND UNDER,STREET,N,N,2212,19,06,,,,,
1045,35616,JF142494,06/10/2021 03:00:00 PM,079XX S RIDGELAND AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,N,N,414,8,05,,,,,
1046,35634,JF123003,12/24/2021 12:20:00 PM,0000X W LAKE ST,0870,THEFT,POCKET-PICKING,CTA PLATFORM,N,N,111,42,06,,,,,
1047,35660,JF123153,10/29/2021 09:00:00 AM,022XX W RICE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1212,2,11,,,,,
1048,35693,JF122471,12/21/2021 12:00:00 AM,075XX S WOOD ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,N,N,611,17,11,,,,,
1049,35952,JF107744,12/25/2021 11:30:00 PM,057XX S HERMITAGE AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,715,15,05,,,,,
1050,35996,JF123238,01/25/2022 12:36:00 AM,001XX W CONGRESS PKWY,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,Y,N,123,4,04A,,,,,
1051,36011,JE255728,06/06/2021 10:55:00 AM,007XX N LAWNDALE AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,Y,N,1112,27,18,,,,,
1052,36095,JF178115,03/12/2022 07:30:00 PM,001XX W Hubbard St,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1831,42,06,,,,,
1053,36097,JE451187,11/02/2021 02:48:00 PM,002XX E HURON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,HOSPITAL BUILDING / GROUNDS,N,N,1834,42,11,,,,,
1054,36131,JF178138,03/06/2022 05:00:00 PM,0000X E GARFIELD BLVD,0810,THEFT,OVER $500,GAS STATION,N,N,225,3,06,,,,,
1055,36138,JE184066,03/30/2021 10:09:00 AM,002XX N KARLOV AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,VEHICLE NON-COMMERCIAL,Y,N,1114,28,18,,,,,
1056,36151,JF178325,01/25/2022 07:30:00 AM,050XX W ROOSEVELT RD,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1533,29,06,,,,,
1057,36155,JF122720,12/23/2021 03:00:00 PM,071XX S CAMPBELL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,832,18,11,,,,,
1058,36169,JF178597,03/10/2022 11:53:00 PM,043XX S PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,DRUG STORE,N,N,815,14,14,,,,,
1059,36192,JE231797,05/16/2021 09:43:00 AM,037XX W LEXINGTON ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1133,24,18,,,,,
1060,36201,JF178153,03/04/2022 12:01:00 AM,004XX N MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,N,N,1834,42,11,,,,,
1061,36202,JF178528,06/28/2021 09:00:00 AM,040XX W GRENSHAW ST,0810,THEFT,OVER $500,SCHOOL - PUBLIC GROUNDS,N,N,1132,24,06,,,,,
1062,36221,JF172572,03/12/2022 10:00:00 AM,004XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,BRIDGE,N,N,1834,42,06,,,,,
1063,36244,JF178300,03/01/2022 06:00:00 AM,002XX N MICHIGAN AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,114,42,10,,,,,
1064,36245,JF178695,03/04/2022 07:24:00 PM,047XX S THROOP ST,0890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,933,20,06,,,,,
1065,36246,JF171696,03/12/2022 10:40:00 AM,003XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,BRIDGE,N,N,114,42,06,,,,,
1066,36249,JF178187,03/07/2022 02:30:00 PM,016XX W 83RD ST,0810,THEFT,OVER $500,APARTMENT,N,N,614,21,06,,,,,
1067,36258,JF174276,03/12/2022 03:00:00 AM,034XX N HALSTED ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1924,44,06,,,,,
1068,36259,JF179038,03/11/2022 12:00:00 AM,107XX S MAPLEWOOD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2212,19,11,,,,,
1069,36270,JF158698,02/25/2022 01:32:00 PM,012XX E 47TH ST,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,N,N,222,4,06,,,,,
1070,36273,JF167704,03/07/2022 04:00:00 PM,019XX W OGDEN AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,N,N,1231,27,02,,,,,
1071,36279,JF161996,12/13/2021 12:00:00 PM,063XX N FRANCISCO AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,2413,50,10,,,,,
1072,36285,JF177407,03/04/2022 05:07:00 PM,031XX W 26TH ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1033,12,26,,,,,
1073,36299,JF158400,02/25/2022 10:00:00 PM,035XX N CLARK ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1924,44,06,,,,,
1074,36312,JF122461,11/15/2021 09:00:00 AM,014XX N WESTERN AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,MEDICAL / DENTAL OFFICE,N,Y,1424,1,26,,,,,
1075,36328,JF162114,11/18/2021 05:00:00 PM,0000X E OAK ST,0890,THEFT,FROM BUILDING,SMALL RETAIL STORE,N,N,1824,42,06,,,,,
1076,36360,JF162286,12/02/2021 12:00:00 PM,027XX W 16TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1023,24,11,,,,,
1077,36371,JF156448,02/25/2022 04:54:00 PM,044XX N BROADWAY,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1913,46,06,,,,,
1078,36374,JF171702,03/12/2022 11:25:00 AM,035XX W LYNDALE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,N,1413,35,11,,,,,
1079,36394,JF162083,08/09/2021 12:01:00 AM,001XX W CHICAGO AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1832,2,11,,,,,
1080,36488,JF158445,02/25/2022 05:00:00 PM,033XX N Ashland Ave,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1922,47,06,,,,,
1081,36519,JF161569,02/25/2022 12:40:00 PM,027XX W Medill Ave,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1431,1,06,,,,,
1082,36556,JF162076,11/10/2021 02:43:00 PM,017XX W CULLERTON ST,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,1234,25,06,,,,,
1083,36653,JF142968,11/16/2021 03:20:00 PM,001XX S Green St,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,1232,27,11,,,,,
1084,36744,JF161865,12/22/2021 12:00:00 AM,003XX E 21ST ST,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,132,3,10,,,,,
1085,36746,JF159472,02/25/2022 06:35:00 PM,001XX W WACKER DR,0890,THEFT,FROM BUILDING,RESIDENCE - GARAGE,N,N,122,42,06,,,,,
1086,36748,JF161563,02/21/2022 11:00:00 PM,054XX N WAYNE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,N,N,2013,48,26,,,,,
1087,36752,JF179200,03/12/2022 03:30:00 AM,004XX N CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,VEHICLE NON-COMMERCIAL,N,N,1831,42,11,,,,,
1088,36769,JF178493,03/11/2022 12:01:00 AM,059XX S MARSHFIELD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,714,15,08A,,,,,
1089,36794,JF123855,12/06/2021 12:00:00 AM,022XX N CLYBOURN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,OTHER (SPECIFY),N,N,1811,2,11,,,,,
1090,36797,JF123438,06/08/2021 09:00:00 AM,044XX W ALTGELD ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,N,Y,2524,31,20,,,,,
1091,36798,JF123790,11/08/2021 09:00:00 AM,037XX W 57TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,822,23,11,,,,,
1092,36806,JF177885,03/04/2022 02:40:00 PM,027XX N SPAULDING AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,N,1412,35,06,,,,,
1093,36808,JE183168,03/29/2021 12:14:00 PM,015XX W GARFIELD BLVD,2015,NARCOTICS,MANUFACTURE / DELIVER - HALLUCINOGEN,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,713,16,18,,,,,
1094,36809,JF172530,03/12/2022 01:00:00 PM,002XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,STREET,N,N,114,42,06,,,,,
1095,36810,JE241160,05/24/2021 02:53:00 PM,034XX W MONROE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VACANT LOT / LAND,Y,N,1123,28,18,,,,,
1096,36817,JF172503,03/12/2022 01:17:00 PM,002XX E RANDOLPH ST,0870,THEFT,POCKET-PICKING,STREET,N,N,114,42,06,,,,,
1097,36822,JF178693,03/09/2022 01:00:00 PM,030XX W 47TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,922,15,11,,,,,
1098,36825,JF178117,03/08/2022 07:00:00 PM,044XX S MOZART ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,922,15,08B,,,,,
1099,36832,JE213962,04/29/2021 01:08:00 PM,007XX N LAWNDALE AVE,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,Y,N,1112,27,18,,,,,
1100,36836,JF172548,03/12/2022 08:30:00 PM,015XX N WELLS ST,0870,THEFT,POCKET-PICKING,BAR OR TAVERN,N,N,1821,27,06,,,,,
1101,36837,JF178220,12/15/2021 05:35:00 AM,021XX S MICHIGAN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,132,3,05,,,,,
1102,36838,JF171581,03/04/2022 08:50:00 PM,057XX S WINCHESTER AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,RESIDENCE,N,Y,715,15,17,,,,,
1103,36839,JF178573,04/07/2021 09:00:00 AM,078XX S EVANS AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,624,6,11,,,,,
1104,36842,JF172638,03/12/2022 04:30:00 PM,008XX W BLACKHAWK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1822,27,11,,,,,
1105,36850,JF170225,03/11/2022 10:00:00 AM,092XX S HALSTED ST,5011,OTHER OFFENSE,LICENSE VIOLATION,CONVENIENCE STORE,Y,N,2223,21,26,,,,,
1106,36853,JF172490,03/12/2022 12:30:00 PM,004XX N MICHIGAN AVE,0870,THEFT,POCKET-PICKING,BRIDGE,N,N,1834,42,06,,,,,
1107,36861,JF173637,03/12/2022 11:45:00 PM,011XX S STATE ST,031A,ROBBERY,ARMED - HANDGUN,CTA TRAIN,N,N,123,4,03,,,,,
1108,36868,JF178190,03/09/2022 09:30:00 PM,007XX S DEARBORN ST,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,123,4,06,,,,,
1109,36872,JF178262,03/03/2022 06:00:00 PM,015XX W HUBBARD ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1215,1,06,,,,,
1110,36873,JF178165,03/25/2021 09:00:00 AM,018XX S RIDGEWAY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1014,24,11,,,,,
1111,36877,JF178290,02/28/2022 12:00:00 PM,014XX N MASSASOIT AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,2531,29,11,,,,,
