ind1, ind2,CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
769,27644,JE253123,06/03/2021 03:30:00 PM,010XX W AINSLIE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2024,48,14,,,41.9696874,-87.7584674,
770,27663,JF176069,09/01/2021 10:00:00 AM,051XX S JUSTINE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VACANT LOT / LAND,N,N,934,16,07,,,,,
771,27680,JF176496,12/30/2021 04:30:00 AM,017XX N MANGO AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,N,N,2531,29,11,,,41.91137729811156,-87.76928322493256,
772,27681,JE202728,04/16/2021 08:45:00 PM,056XX N RIDGE AVE,0820,THEFT,$500 AND UNDER,OTHER (SPECIFY),N,N,2013,48,06,,,,,
773,27704,JF175414,08/24/2021 12:00:00 PM,100XX S La Salle st,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER (SPECIFY),N,N,511,9,11,,,41.712234724690234,-87.62712541638234,
774,27767,JF175929,03/25/2021 12:00:00 AM,016XX W FOSTER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2032,40,11,,,41.976083,-87.670059,
775,27771,JF159585,02/13/2022 05:30:00 PM,002XX S STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,N,N,113,42,11,,,,,
776,27772,JF141783,10/19/2021 04:59:00 PM,072XX N OLCOTT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1611,41,11,,,42.01230779599565,-87.81405216491044,
777,27906,JE475267,12/12/2021 05:30:00 PM,024XX W FILLMORE ST,0820,THEFT,$500 AND UNDER,RESIDENCE - GARAGE,N,N,1135,28,06,,,41.86851768144805,-87.68745118463441,
778,27932,JF141067,06/01/2021 12:00:00 PM,039XX W 66TH ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,RESIDENCE,N,N,833,13,26,,,41.774382333333335,-87.63417166666666,
779,27979,JF106904,12/27/2021 12:00:00 PM,113XX S AVENUE M,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,433,10,11,,,41.7168235,-87.5376791,
780,27981,JF101802,01/02/2022 05:00:00 PM,014XX S MUSEUM CAMPUS DR,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,SPORTS ARENA / STADIUM,N,N,132,4,11,,,41.8662155,-87.6137248,
781,27986,JF106596,08/27/2021 02:00:00 PM,011XX W 15TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,1232,11,11,,,41.50432881034482,-87.64720137931035,
782,28004,JF170078,03/10/2022 09:29:00 PM,016XX N WELLS ST,0820,THEFT,$500 AND UNDER,STREET,N,N,1814,2,06,,,41.91175438375675,-87.6346180694298,
783,28007,JF175833,11/21/2021 06:00:00 AM,066XX S KEELER AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,N,Y,833,13,02,,,,,
784,28017,JF122586,12/08/2021 06:58:00 PM,026XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1931,32,06,,,41.928931,-87.674127,
785,28029,JF106992,12/30/2021 04:45:00 PM,079XX S MORGAN ST,0560,ASSAULT,SIMPLE,STREET,N,Y,612,17,08A,,,41.8680553,-87.6511287,
786,28048,JE483522,03/23/2021 06:00:00 PM,036XX W DICKENS AVE,0810,THEFT,OVER $500,APARTMENT,N,N,2525,35,06,,,41.91901914095472,-87.71781771430048,
787,28094,JF106810,12/10/2021 11:04:00 AM,066XX S MARYLAND AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,321,5,06,,,41.7894666,-87.6049498,
788,28103,JF106610,12/04/2021 03:00:00 PM,028XX W DICKENS AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,1414,1,05,,,41.91967155193844,-87.6976926146786,
789,28126,JF154655,02/23/2022 06:40:00 PM,002XX W DIVISION ST,0810,THEFT,OVER $500,STREET,N,N,1823,27,06,,,41.904008272727275,-87.62968772727272,
790,28178,JF122675,03/21/2021 12:00:00 PM,010XX W 87TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2222,21,11,,,41.73607639775595,-87.64907012291785,
791,28206,JF153828,02/23/2022 10:03:00 AM,034XX N SOUTHPORT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1924,44,06,,,41.94365416666667,-87.66403433333333,
792,28208,JF154445,02/23/2022 05:00:00 PM,004XX N MC CLURG CT,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,1834,42,11,,,,,
793,28248,JF139974,12/27/2021 01:00:00 PM,040XX W KAMERLING AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,2534,26,14,,,41.9048703,-87.7639163,
794,28252,JF105891,12/29/2021 12:00:00 AM,021XX W IOWA ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1212,2,11,,,41.897599004778854,-87.67988483751901,
795,28264,JF154732,02/23/2022 08:05:00 AM,011XX N CLARK ST,0860,THEFT,RETAIL THEFT,DRUG STORE,N,N,1824,2,06,,,41.88393208406876,-87.6308101539403,
796,28326,JF159602,12/10/2021 12:00:00 AM,046XX S EVANS AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,221,4,11,,,41.8249532,-87.608631,
797,28337,JE355054,08/30/2021 09:50:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,1134,24,18,,,,,
798,28345,JF176947,04/23/2021 12:00:00 AM,054XX W WEST END AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1523,28,11,,,41.8829675,-87.7232667,
799,28354,JF177426,11/22/2021 03:00:00 PM,010XX W JACKSON BLVD,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,COMMERCIAL / BUSINESS OFFICE,N,N,1232,25,10,,,41.87806370110389,-87.63101327653452,
800,28358,JF177988,02/20/2022 05:00:00 PM,032XX N OSAGE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,N,1631,38,08B,,,41.938519388417326,-87.82498984297467,
801,28374,JF177646,11/12/2021 07:00:00 AM,039XX W IRVING PARK RD,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,RESTAURANT,N,N,1732,45,02,,,41.9536294,-87.7251086,
802,28380,JE306775,06/28/2021 10:59:00 AM,010XX W ADDISON ST,0810,THEFT,OVER $500,APARTMENT,N,N,1924,44,06,,,41.94731238423984,-87.6551920392286,
803,28428,JE200900,04/16/2021 07:25:00 AM,082XX S MARSHFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,N,N,614,21,14,,,,,
804,28434,JF160301,08/16/2021 12:00:00 AM,062XX S WOODLAWN AVE,1120,DECEPTIVE PRACTICE,FORGERY,APARTMENT,N,N,314,20,10,,,41.7871639,-87.5963608,
805,28455,JF174812,03/11/2022 08:00:00 AM,034XX N MAJOR AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1633,36,06,,,41.94371913805358,-87.7692272243068,
806,28476,JF177797,02/18/2022 08:00:00 PM,132XX S FORRESTVILLE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,533,9,11,,,41.65507660366143,-87.60864414964627,
807,28524,JE226055,05/01/2021 10:00:00 AM,007XX W 14TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1232,25,06,,,,,
808,28542,JF159839,04/10/2021 07:00:00 AM,029XX S DEARBORN ST,0820,THEFT,$500 AND UNDER,STREET,N,N,133,3,06,,,41.8783556204311,-87.62919782212795,
809,28604,JF159872,06/01/2021 09:00:00 AM,072XX S STATE ST,0810,THEFT,OVER $500,SCHOOL - PUBLIC GROUNDS,N,N,323,6,06,,,41.763312673469386,-87.6247496122449,
810,28637,JF142289,05/16/2021 05:00:00 AM,038XX W CERMAK RD,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1014,24,06,,,41.851517880917875,-87.7205498573846,
811,28806,JF159820,11/07/2021 12:00:00 AM,040XX N KILBOURN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1722,45,14,,,41.8879148,-87.7382808,
812,28847,JF159575,02/17/2022 09:55:00 AM,110XX S AVENUE J,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,N,N,433,10,11,,,41.7115389,-87.5340278,
813,28869,JF106690,11/18/2021 12:00:00 AM,057XX N KENMORE AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,COMMERCIAL / BUSINESS OFFICE,N,N,2022,48,11,,,41.9177114,-87.6543789,
814,28985,JF159475,01/09/2022 01:00:00 AM,026XX N Wayne Ave,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,N,N,1932,32,06,,,41.92965098290284,-87.66214632518671,
815,28994,JF106922,11/20/2021 01:00:00 PM,084XX S COTTAGE GROVE AVE,0820,THEFT,$500 AND UNDER,CLEANING STORE,N,N,632,8,06,,,41.7929341,-87.6056158,
816,29000,JF122597,09/17/2021 08:00:00 AM,047XX S LAKE PARK AVE,1135,DECEPTIVE PRACTICE,INSURANCE FRAUD,SIDEWALK,N,N,222,4,11,,,,,
817,29001,JF122849,12/10/2021 03:00:00 PM,062XX S KOSTNER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,813,23,11,,,,,
818,29010,JF160083,12/25/2021 12:00:00 PM,021XX W CONGRESS PKWY,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1225,27,07,,,41.8753458,-87.6569744,
819,29016,JF159877,09/30/2021 07:00:00 AM,018XX S WABASH AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,131,3,11,,,41.8337622,-87.6250387,
820,29026,JF122436,10/01/2021 12:01:00 AM,019XX W BIRCHWOOD AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,2424,49,02,,,42.01799316165726,-87.67855622260204,
821,29101,JF159724,10/01/2021 12:00:00 AM,015XX N LA SALLE DR,1195,DECEPTIVE PRACTICE,FINANCIAL EXPLOITATION OF AN ELDERLY OR DISABLED PERSON,APARTMENT,N,N,1821,2,11,,,,,
822,29135,JE461009,11/27/2021 10:00:00 AM,047XX S JUSTINE ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,STREET,N,Y,933,20,07,,,,,
823,29165,JF122762,11/11/2021 11:52:00 AM,018XX W ERIE ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1221,1,06,,,41.893172506027284,-87.6724132218837,
824,29178,JF106826,09/30/2021 10:00:00 PM,014XX W CARMEN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2033,47,11,,,41.974329583146606,-87.66512563334581,
825,29291,JE186595,04/01/2021 07:08:00 PM,005XX N LAKE SHORE DR,0460,BATTERY,SIMPLE,STREET,N,N,1834,42,08B,,,41.9000948,-87.6192608,
826,29306,JF141487,12/01/2021 09:00:00 AM,067XX S CRANDON AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,331,5,11,,,41.7395292,-87.5686953,
827,29343,JF159691,12/01/2021 12:00:00 AM,075XX S STONY ISLAND AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,N,N,411,8,02,,,41.7200075,-87.5847904,
828,29363,JF123054,11/09/2021 09:00:00 PM,046XX N BEACON ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,N,Y,1913,46,26,,,41.9689572,-87.6642024,
829,29405,JF106631,09/15/2021 12:00:00 PM,047XX S CHAMPLAIN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,223,4,11,,,41.684042,-87.607017,
830,29434,JE191040,04/01/2021 11:30:00 PM,009XX W NORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,N,N,1822,27,14,,,41.91050775,-87.66100935,
831,29438,JF106374,08/09/2021 12:01:00 AM,010XX N DEARBORN ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1824,2,11,,,41.884614327109944,-87.62957134961148,
832,29448,JF170557,03/11/2022 02:15:00 PM,011XX S CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,123,4,06,,,41.87988538434423,-87.63094302620279,
833,29571,JE238591,05/22/2021 11:29:00 AM,013XX S SPRINGFIELD AVE,2018,NARCOTICS,MANUFACTURE / DELIVER - SYNTHETIC DRUGS,VEHICLE NON-COMMERCIAL,Y,N,1011,24,18,,,41.87916074301203,-87.72328577486024,
834,29600,JE191242,04/01/2021 04:26:00 PM,087XX S DAUPHIN AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,632,8,06,,,,,
835,29655,JE186452,04/01/2021 04:41:00 PM,0000X W CONGRESS PKWY,0460,BATTERY,SIMPLE,GAS STATION,N,N,113,4,08B,,,41.875787,-87.62939716666668,
836,29747,JF155395,02/23/2022 08:35:00 PM,043XX S Wood st,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,924,15,11,,,41.81554479613819,-87.67011901152212,
837,29753,JF122758,10/28/2021 06:00:00 PM,005XX E 75TH ST,0890,THEFT,FROM BUILDING,DAY CARE CENTER,N,N,323,6,06,,,,,
838,29757,JF152835,05/17/2021 10:00:00 AM,009XX S MAYFIELD AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,Y,1513,29,11,,,,,
839,29911,JE429630,11/01/2021 12:30:00 AM,014XX S MUSEUM CAMPUS DR,0460,BATTERY,SIMPLE,SPORTS ARENA / STADIUM,N,N,132,4,08B,,,41.8662155,-87.6137248,
840,30016,JF159780,08/01/2021 12:00:00 AM,022XX N ELSTON AVE,1120,DECEPTIVE PRACTICE,FORGERY,COMMERCIAL / BUSINESS OFFICE,N,N,1432,32,10,,,41.921846346932426,-87.67299714478139,
841,30023,JF160293,08/16/2021 12:00:00 AM,063XX S GREENWOOD AVE,0890,THEFT,FROM BUILDING,DAY CARE CENTER,N,N,314,20,06,,,41.7778885,-87.5993157,
842,30036,JF159526,12/06/2021 08:00:00 AM,029XX W ROOSEVELT RD,0890,THEFT,FROM BUILDING,CONSTRUCTION SITE,N,N,1135,28,06,,,41.8673246,-87.6382302,
843,30131,JF159937,12/02/2021 07:56:00 AM,004XX N MICHIGAN AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,N,N,1834,42,11,,,41.8978228,-87.6222827,
844,30150,JF160095,05/24/2021 12:01:00 AM,084XX S MARSHFIELD AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,614,21,11,,,,,
845,30199,JF141760,11/30/2021 12:18:00 PM,005XX N CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1111,28,07,,,41.88087292396501,-87.74518214237268,
846,30248,JF106605,12/29/2021 06:00:00 PM,056XX W GEORGE ST,0890,THEFT,FROM BUILDING,APARTMENT,N,N,2514,31,06,,,41.9336074,-87.7294811,
847,30271,JF177665,08/20/2021 07:00:00 PM,023XX N HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2525,35,08B,,,41.923213050512004,-87.7256200623068,
848,30287,JF173354,03/11/2022 04:00:00 PM,023XX W SUNNYSIDE AVE,0890,THEFT,FROM BUILDING,ATHLETIC CLUB,N,N,1911,47,06,,,41.9634157,-87.6693392,
849,30291,JF172485,03/11/2022 12:25:00 PM,010XX W LAWRENCE AVE,0890,THEFT,FROM BUILDING,MEDICAL / DENTAL OFFICE,N,N,1914,46,06,,,41.969158729381085,-87.65582440208625,
850,30316,JF178033,03/01/2022 12:00:00 PM,043XX N MARINE DR,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1915,46,11,,,,,
851,30366,JF160537,02/20/2022 10:15:00 AM,025XX N RIDGEWAY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2524,31,11,,,41.92663423093764,-87.72060342371158,
852,30392,JF178109,03/11/2022 10:30:00 PM,036XX N WESTERN AVE,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1921,47,06,,,41.947144355503795,-87.68815935830067,
853,30399,JF177066,08/01/2021 09:00:00 AM,008XX S OAKLEY BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1225,28,11,,,,,
854,30426,JF141123,09/27/2021 02:00:00 AM,038XX W MAYPOLE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1122,28,06,,,41.8836765,-87.6937559,
855,30451,JE225909,05/04/2021 03:09:00 PM,033XX S WOOD ST,1752,OFFENSE INVOLVING CHILDREN,AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER,RESIDENCE,N,Y,912,12,17,,,41.83343343359525,-87.67057762738,
856,30473,JF141462,05/01/2021 07:00:00 AM,033XX S HAMILTON AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,N,Y,912,25,08B,,,41.833693214527145,-87.67915767381757,
857,30482,JF136352,02/05/2022 05:30:00 PM,029XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,133,2,14,,,41.8610152,-87.6240099,
858,30493,JF169816,03/10/2022 07:30:00 PM,008XX W 107TH ST,0460,BATTERY,SIMPLE,STREET,N,Y,2233,34,08B,,,41.69976465621293,-87.62540479461622,
859,30498,JF159036,11/24/2021 09:00:00 AM,116XX S YALE AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,N,Y,522,34,11,,,41.68307119911601,-87.62893337021872,
860,30507,JF126973,11/06/2021 07:30:00 PM,053XX N ASHLAND AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,STREET,Y,N,2012,40,04B,,,41.891632086077415,-87.66727045960221,
861,30520,JE482975,12/14/2021 05:19:00 PM,001XX N LA SALLE ST,0870,THEFT,POCKET-PICKING,STREET,N,N,122,42,06,,,,,
862,30586,JF177157,09/21/2021 12:00:00 AM,007XX W 82ND ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,622,21,08A,,,41.74535659558395,-87.62648744160533,
863,30594,JF170226,03/09/2022 12:00:00 PM,013XX W 78TH ST,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,N,612,17,08B,,,41.7522466,-87.6594447,
864,30655,JE177356,03/23/2021 01:00:00 PM,040XX W VAN BUREN ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1132,28,18,,,41.8767957,-87.6379972,
865,30667,JE483559,12/03/2021 02:30:00 PM,053XX N CUMBERLAND AVE,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,1614,41,06,,,41.9825285,-87.8366804,
866,30706,JF173165,03/11/2022 05:39:00 PM,003XX N JEFFERSON ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1214,42,11,,,41.882317941633666,-87.64256435031112,
867,30724,JF156904,02/24/2022 03:00:00 PM,005XX W ADAMS ST,0890,THEFT,FROM BUILDING,SCHOOL - PRIVATE BUILDING,N,N,121,42,06,,,41.87950395608714,-87.63018264520738,
868,30754,JE479285,12/14/2021 09:00:00 AM,016XX N MILWAUKEE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,COMMERCIAL / BUSINESS OFFICE,N,N,1434,2,14,,,41.8961978,-87.6553579,
869,30772,JF176448,03/11/2022 06:45:00 AM,0000X W TERMINAL ST,0810,THEFT,OVER $500,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,N,N,1653,41,06,,,,,
870,30789,JF177962,02/28/2022 12:00:00 PM,055XX W EDDY ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,1633,36,11,,,41.9450279,-87.7618035,
871,30806,JE187047,04/02/2021 10:40:00 AM,038XX W LAKE ST,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),SIDEWALK,Y,N,1122,28,18,,,41.885645553416005,-87.63650013541469,
872,30833,JE486611,12/22/2021 07:30:00 PM,011XX N AVERS AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1112,37,06,,,41.90114027057664,-87.72248698711218,
873,30840,JF141145,12/17/2021 10:31:00 AM,003XX W 94TH PL,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,634,21,26,,,,,
874,30876,JF174597,03/10/2022 07:00:00 AM,008XX S ADA ST,0810,THEFT,OVER $500,STREET,N,N,1231,28,06,,,41.7668233,-87.657797,
875,30914,JF161437,05/27/2021 12:00:00 AM,007XX W 103RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2232,34,08B,,,41.70705626297777,-87.62537547598241,
876,30937,JF141406,10/19/2021 12:00:00 AM,068XX W 64TH ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,812,23,11,,,41.778077483261555,-87.64055404156203,
877,30952,JE252926,06/03/2021 08:40:00 PM,001XX W CONGRESS PKWY,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,N,N,123,4,04B,,,41.875787,-87.62941933333335,
878,31070,JF119759,09/10/2021 12:00:00 AM,081XX S VINCENNES AVE,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,SCHOOL - PUBLIC BUILDING,N,N,622,21,17,,,41.8288101,-87.6112717,
879,31366,JE448896,11/14/2021 12:43:00 PM,134XX S BALTIMORE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,CREDIT UNION,N,N,433,10,11,,,41.651496924092754,-87.547048,
880,31392,JE222259,05/04/2021 09:15:00 AM,051XX N LOTUS AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,N,N,1623,45,11,,,,,
881,31415,JE291670,06/20/2021 03:00:00 PM,111XX S ASHLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,2234,34,11,,,41.8373408,-87.6657854,
882,31459,JF122907,12/28/2021 10:00:00 AM,070XX N RIDGE BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2424,49,14,,,,,
883,31502,JF141585,09/08/2021 10:00:00 AM,057XX N ROGERS AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,N,N,1711,39,10,,,41.9919367,-87.7263627,
884,31536,JF135451,02/05/2022 02:45:00 PM,004XX E SOUTH WATER ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,114,42,06,,,,,
885,31565,JE251176,06/02/2021 01:50:00 PM,003XX N AVERS AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),RESIDENCE - YARD (FRONT / BACK),Y,N,1122,37,18,,,41.892173,-87.7223226,
886,31567,JF134777,02/05/2022 02:30:00 PM,044XX S WOLCOTT AVE,0820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,924,15,06,,,41.845851999999994,-87.67303504926875,
887,31607,JF176760,02/28/2022 06:00:00 PM,063XX S PULASKI RD,0820,THEFT,$500 AND UNDER,STREET,N,N,823,13,06,,,41.872806652173914,-87.72529308695653,
888,31624,JF105967,12/24/2021 12:00:00 AM,023XX S LEAVITT ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1034,25,11,,,41.8497397979072,-87.68056657618044,
889,31653,JF176627,02/16/2022 12:00:00 PM,021XX W ERIE ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1221,26,11,,,41.89389678454832,-87.63488140448398,
890,31667,JF136201,02/06/2022 12:00:00 PM,068XX S RIDGELAND AVE,0810,THEFT,OVER $500,APARTMENT,N,N,332,5,06,,,41.7497296,-87.5816374,
891,31688,JF177135,03/09/2022 11:30:00 AM,075XX S JEFFERY BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,414,8,14,,,41.7366688,-87.5757093,
892,31693,JF160542,02/12/2022 12:00:00 PM,046XX N DRAKE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,N,N,1723,33,06,,,41.889331369595375,-87.71480538603608,
893,31694,JF142685,12/05/2021 02:00:00 PM,070XX S PAULINA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,735,17,07,,,41.87266235148335,-87.66917547317861,
894,31700,JF177477,12/25/2021 12:00:00 AM,013XX S MILLARD AVE,0810,THEFT,OVER $500,APARTMENT,N,N,1011,24,06,,,41.86408647247178,-87.71668387783899,
895,31719,JF174786,03/11/2022 04:15:00 PM,011XX S CLARK ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,123,4,06,,,41.868444533237096,-87.63034878101926,
896,31746,JF177837,03/01/2022 12:00:00 AM,028XX N LOTUS AVE,1581,SEX OFFENSE,NON-CONSENSUAL DISSEMINATION OF PRIVATE SEXUAL IMAGES,RESIDENCE,N,N,2514,31,17,,,41.9349746,-87.7626832,
897,31752,JF176845,11/10/2021 12:00:00 AM,036XX W POLK ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,1133,24,11,,,41.871968710713475,-87.63747595884668,
898,31774,JE275745,06/21/2021 02:00:00 AM,018XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1223,27,14,,,41.8819523,-87.73305,
899,31781,JF178133,03/04/2022 04:00:00 AM,011XX W JACKSON BLVD,0810,THEFT,OVER $500,SMALL RETAIL STORE,N,N,1232,25,06,,,41.87790772466779,-87.65496136025618,
900,31797,JF159720,11/30/2021 05:00:00 PM,031XX S KOSTNER AVE,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,SCHOOL - PUBLIC BUILDING,N,N,1031,22,02,,,41.83611611644905,-87.73416100294807,
